text,primary_intent
"When are Prof. Codd's office hours?",schedule_query
"Tell me Prof. Edgar Codd's office hours",schedule_query
"What time are Grace Hopper’s office hours?",schedule_query
"When can I see Dr. Dinah Saur during office hours?",schedule_query
"Office hours for the UX Design Studio instructor?",schedule_query
"What are the office hours for the Digging Deep TA?",schedule_query
"When does the TA for Sense and Sensibility hold office hours?",schedule_query
"When are the tutoring/office hours for Web Development Fundamentals?",schedule_query
"Who is the TA for Digging Deep?",instructor_lookup
"Tell me who the TA is for Sense, Sensibility, and Satire",instructor_lookup
"Who's the TA for UX Design Studio?",instructor_lookup
"Who is the teaching assistant for Web Development Fundamentals?",instructor_lookup
"TA for The Story of Life class?",instructor_lookup
"I need to know who the TA is for Flour Power",instructor_lookup
"Who helps the professor in Digging Deep?",instructor_lookup
"TA assigned for UX Studio?",instructor_lookup
"Who is the TA for Digging Deep, and when are their office hours?",instructor_lookup
"Who is the TA for UX Design Studio and what days do they hold office hours?",instructor_lookup
"Who is the assistant for Sense and Sensibility, and when does the class meet?",instructor_lookup
"Who is the TA for Web Development, and when are office hours?",instructor_lookup
"Who teaches this course and when does it meet?",instructor_lookup
"Which TA is assigned to Flour Power and when do they hold hours?",instructor_lookup
"Who is the TA and what time is the class?",instructor_lookup
"Who teaches Web Development Fundamentals, and when does it meet?",instructor_lookup
"Who teaches Sense and Sensibility and what days does it run?",instructor_lookup
"Who teaches Digging Deep and when is the class?",instructor_lookup
"When does Intro to Data Visualization meet and who teaches it?",schedule_query
"What time is UX Design Studio and who is the instructor?",schedule_query
"When is The Story of Life class and who teaches it?",schedule_query
"When does Bread and Culture meet, and who is the professor?",schedule_query
"When is the final exam for Digging Deep?",exam_query
"When is the final for Sense, Sensibility, and Satire?",exam_query
"Final exam time for Web Development Fundamentals?",exam_query
"What time is the Flour Power final?",exam_query
"When is the Digging Deep final?",exam_query
"Schedule for the final exam of UX Design Studio?",exam_query
"When does the UX Design Studio final take place?",exam_query
"who teaches intro to algorithms",instructor_lookup
"who teaches intro to machine learning this term",instructor_lookup
"who is the professor for ux design studio",instructor_lookup
"who is teaching data visualization lab",instructor_lookup
"who's my instructor for web dev fundamentals",instructor_lookup
"who handles the discrete math class",instructor_lookup
"who is running the culture of bread seminar",instructor_lookup
"which professor teaches database systems",instructor_lookup
"which instructor has advanced python programming",instructor_lookup
"which course is taught by prof turing",instructor_lookup
"who is teaching the morning section of cs 101",instructor_lookup
"who teaches the evening section of cs 101",instructor_lookup
"who is the lecturer for intro to ai",instructor_lookup
"who teaches the honors section of calculus",instructor_lookup
"who teaches the online section of web dev",instructor_lookup
"who is listed as instructor for cybersecurity basics",instructor_lookup
"who is in charge of the software engineering course",instructor_lookup
"which professor is assigned to advanced statistics",instructor_lookup
"who is the faculty for design thinking studio",instructor_lookup
"who teaches the monday wednesday data mining class",instructor_lookup
"who is teaching cs 101 this semester",instructor_lookup
"who is my prof for the 9 am cs class",instructor_lookup
"who is the prof for intro to robotics",instructor_lookup
"tell me who teaches the networking course",instructor_lookup
"i forgot who teaches digital signal processing",instructor_lookup
"which instructor is associated with big data analytics",instructor_lookup
"who teaches the lab section for chemistry 101",instructor_lookup
"who is the seminar leader for writing studio",instructor_lookup
"which staff member teaches foundations of cs",instructor_lookup
"who is the main instructor for operating systems",instructor_lookup
"when does intro to algorithms meet",schedule_query
"what time does intro to machine learning start",schedule_query
"what days does ux design studio meet",schedule_query
"when is data visualization lab scheduled",schedule_query
"when is my web dev fundamentals class",schedule_query
"what time is discrete math on tuesday",schedule_query
"what day is the culture of bread seminar",schedule_query
"when is database systems lecture",schedule_query
"what is the meeting time for advanced python programming",schedule_query
"when do we have software engineering",schedule_query
"what time is the monday data mining class",schedule_query
"when is calculus lecture and recitation",schedule_query
"what time is the morning section of cs 101",schedule_query
"what time is my earliest class tomorrow",schedule_query
"what days of the week is cybersecurity basics",schedule_query
"on which days is the design thinking studio",schedule_query
"what time does intro to robotics end",schedule_query
"when is my first class on friday",schedule_query
"what time slot is big data analytics in",schedule_query
"when do we meet for writing studio",schedule_query
"when does the online section of web dev meet live",schedule_query
"what is my timetable for cs classes on monday",schedule_query
"what is the schedule for my math courses tomorrow",schedule_query
"what time is the cs 101 lab",schedule_query
"when is the problem session for statistics",schedule_query
"when does the afternoon ux studio meet",schedule_query
"what days and times does intro to ai run",schedule_query
"when is the review session for algorithms",schedule_query
"when does the honors calculus discussion meet",schedule_query
"what time is the robotics lab",schedule_query
"what is intro to algorithms about",course_info
"what topics are covered in intro to machine learning",course_info
"what is ux design studio class like",course_info
"can you tell me what data visualization lab is about",course_info
"what do we learn in web dev fundamentals",course_info
"give me a short description of discrete math",course_info
"what is the focus of the culture of bread seminar",course_info
"what is database systems course about",course_info
"what will we study in advanced python programming",course_info
"what is the main content of software engineering course",course_info
"is data mining considered an advanced course",course_info
"what kind of work is done in writing studio",course_info
"what level is intro to robotics",course_info
"what is the difference between cs 101 and cs 201",course_info
"what is the difficulty of big data analytics",course_info
"what are the prerequisites for machine learning",course_info
"how hard is discrete mathematics",course_info
"what programming languages are used in web dev",course_info
"what projects do we do in ux design studio",course_info
"is database systems a theory or hands on course",course_info
"what assignments do we have for intro to algorithms",assignment_query
"what homework is due for machine learning this week",assignment_query
"list all assignments for ux design studio",assignment_query
"any graded projects for data visualization lab",assignment_query
"what assignments are coming up in web dev fundamentals",assignment_query
"do we have a homework due for discrete math tomorrow",assignment_query
"are there any readings due for culture of bread",assignment_query
"what is the next assignment for database systems",assignment_query
"what is the deadline for the python project",assignment_query
"when is the software engineering group project due",assignment_query
"are there any quizzes counted as assignments",assignment_query
"show me all assignments for cs 101 this month",assignment_query
"what homework is overdue for my math class",assignment_query
"when is the next lab report due",assignment_query
"which assignments are due before friday",assignment_query
"what projects are part of ux design studio",assignment_query
"do we have a participation assignment in writing studio",assignment_query
"are there any extra credit assignments in data mining",assignment_query
"what assignments are posted for advanced python",assignment_query
"what homework is due tonight for statistics",assignment_query
"when is the midterm for intro to algorithms",exam_query
"when is the midterm exam for machine learning",exam_query
"what time is the ux design studio midterm",exam_query
"when is the data visualization quiz",exam_query
"when is the web dev fundamentals midterm",exam_query
"when is the discrete math exam scheduled",exam_query
"what day is the culture of bread midterm",exam_query
"when is the database systems test",exam_query
"what time is the advanced python final exam",exam_query
"when is the software engineering final",exam_query
"do we have a quiz in cs 101 this week",exam_query
"what is the date of the statistics midterm",exam_query
"when are the exams for my math courses",exam_query
"when is the robotics midterm scheduled",exam_query
"how many exams are there in data mining",exam_query
"when is the final exam for machine learning",exam_query
"what time is the final for discrete math",exam_query
"when is the written exam for database systems",exam_query
"when does the oral exam for language class happen",exam_query
"when is the in class test for big data analytics",exam_query
"when is the next quiz in web dev",exam_query
"is there a final exam or just projects for ux design",exam_query
"do we have a cumulative final in algorithms",exam_query
"when is the make up exam for stats",exam_query
"what time is the second midterm for calculus",exam_query
"what events are happening on campus this friday",event_query
"are there any cs club events this week",event_query
"any hackathons coming up this month",event_query
"what academic events are scheduled today",event_query
"are there any networking events for cs students",event_query
"what time is the career fair",event_query
"when is the student organization fair",event_query
"are there any workshops about resumes this week",event_query
"what events are there for first year students",event_query
"show me all campus events on saturday",event_query
"any guest lectures in cs this week",event_query
"are there any tech talks today",event_query
"what time is the machine learning seminar",event_query
"are there any cultural events tonight",event_query
"what events are scheduled in the student union",event_query
"are there any department seminars tomorrow",event_query
"is there an info session for internships this week",event_query
"when is the club meeting for the robotics team",event_query
"are there any concerts on campus this weekend",event_query
"show me events tagged as academic this week",event_query
"any workshops for exam prep on campus",event_query
"are there evening events today on campus",event_query
"what time is the poster session",event_query
"are there any volunteer events tomorrow",event_query
"events happening in the engineering building today",event_query
"what recent police alerts are there",alert_query
"show me the latest campus safety alerts",alert_query
"have there been any emergency alerts today",alert_query
"any bu police alerts this week",alert_query
"were there any crime alerts last night",alert_query
"show me recent security incidents near campus",alert_query
"have there been any robbery alerts around campus",alert_query
"any safety notifications from campus police",alert_query
"was there an emergency notification this morning",alert_query
"show me alerts related to residence halls",alert_query
"any alerts about suspicious activity this week",alert_query
"have there been any weather related emergency alerts",alert_query
"are there any lockdown alerts in the last 24 hours",alert_query
"what alerts have been issued for the main campus",alert_query
"have there been any alerts about building evacuations",alert_query
"show the latest three campus police alerts",alert_query
"any active safety alerts right now",alert_query
"what time was the last emergency alert sent",alert_query
"any alerts about road closures near campus",alert_query
"have there been any alerts about fire alarms today",alert_query
"how is the weather in boston right now",weather
"what is the temperature outside",weather
"will it rain during my morning classes",weather
"do i need an umbrella today",weather
"what is the forecast for tomorrow",weather
"will it snow this weekend",weather
"is it going to be windy this afternoon",weather
"how cold will it get tonight",weather
"what is the weather like on campus today",weather
"will it be sunny during the afternoon",weather
"how hot is it going to be at noon",weather
"is there any chance of thunderstorms tonight",weather
"what is the weather forecast for this week",weather
"do i need a jacket for my 8 am class",weather
"will it be icy tomorrow morning",weather
"hey",chitchat
"hi bot",chitchat
"hello there",chitchat
"yo whats up",chitchat
"sup",chitchat
"how are you doing",chitchat
"good morning",chitchat
"good evening",chitchat
"thanks so much",chitchat
"thank you bot",chitchat
"you are awesome",chitchat
"you are really helpful",chitchat
"lol",chitchat
"lmao",chitchat
"just testing you",chitchat
"i am bored",chitchat
"talk to me",chitchat
"can we chat",chitchat
"tell me something interesting",chitchat
"idk what to ask",chitchat
"hi there just checking",chitchat
"yo dude",chitchat
"ok thanks bye",chitchat
"nice",chitchat
"cool",chitchat
"tell me about MET CS 575",course_info
"what is MET CS 575",course_info
"info on MET CS 575",course_info
"details about CAS MA 226",course_info
"what's CAS MA 226",course_info
"tell me about ENG EC 401",course_info
"info about QST CS 520",course_info
"tell me about METCS575",course_info
"what is METCS575",course_info
"info on METCS575",course_info
"details about CASMA226",course_info
"what's CASMA226",course_info
"tell me about ENGEC401",course_info
"info about QSTCS520",course_info
"I want to know about METCS535",course_info
"can you tell me about METCS342",course_info
"what's METCS248 about",course_info
"tell me about CS575",course_info
"what is CS575",course_info
"info on MA226",course_info
"details about EC401",course_info
"what's CS520",course_info
"tell me about CS342",course_info
"info about CS248",course_info
"tell me about MET-CS-575",course_info
"what is CS-575",course_info
"info on MA-226",course_info
"METCS575",course_info
"MET CS 575",course_info
"CASMA226",course_info
"CAS MA 226",course_info
"CS575",course_info
"MA226",course_info
"I'm interested in METCS575",course_info
"looking for info on CASMA226",course_info
"need details about CS575",course_info
"want to learn about MA226",course_info
"considering METCS342",course_info
"thinking about taking CASMA226",course_info
"what's the METCS575 course",course_info
"tell me about the CS575 course",course_info
"info on CASMA226 course",course_info
"details about MA226 course",course_info
"is METCS575 the same as MET CS 575",course_info
"difference between CS575 and METCS575",course_info
"tell me about COMJR201",course_info
"what is SEDEC301",course_info
"info on SMGFI550",course_info
"details about STHTH101",course_info
"what's SHAHS210",course_info
"tell me about GRSGR700",course_info
"info about SARPM510",course_info
"details about CFAMU101",course_info
"METCS232",course_info
"METCS248",course_info
"METCS342",course_info
"METCS472",course_info
"METCS535",course_info
"METCS546",course_info
"METCS565",course_info
"CASMA225",course_info
"CASMA226",course_info
"CASEC381",course_info
"tell me about METCS575A1",course_info
"what is CS575A1",course_info
"info on CASMA226B3",course_info
"details about MA226B3",course_info
"yo what's METCS575",course_info
"hey tell me about CASMA226",course_info
"can I get info on CS575",course_info
"what are METCS575 prerequisites",course_info
"CASMA226 description",course_info
"CS575 syllabus",course_info
"what does MA226 cover",course_info
"topics in METCS342",course_info
"explain METCS575",course_info
"describe CASMA226",course_info
"summarize CS575",course_info
"overview of MA226",course_info
"tell me about CS100",course_info
"what is MA100",course_info
"info on CS1000",course_info
"details about MA1000",course_info
"what's METCS100",course_info
"tell me about CASMA1000",course_info
"METCS575info",course_info
"CS575details",course_info
"whatisMA226",course_info
"compare METCS575 and METCS342",course_info
"difference between CS575 and CS342",course_info
"which is better CASMA225 or CASMA226",course_info
"I heard METCS575 is good",course_info
"someone told me about CASMA226",course_info
"my advisor recommended CS575",course_info
"is MA226 hard",course_info
"how difficult is METCS342",course_info
"what can you tell me about METCS575",course_info
"anything about CASMA226",course_info
"something about CS575",course_info
"METCS575?",course_info
"CS575?",course_info
"CASMA226?",course_info
"MA226?",course_info
"MECTS575",course_info
"CASMA 226",course_info
"CS 575",course_info
"TELL ME ABOUT METCS575",course_info
"WHAT IS CASMA226",course_info
"tell me about metcs575",course_info
"what is casma226",course_info
"info on cs575",course_info
"what credits is METCS575",course_info
"how many credits for CASMA226",course_info
"is CS575 4 credits",course_info
"METCS342 credit hours",course_info
"can I take METCS575",course_info
"is CASMA226 available",course_info
"when is CS575 offered",course_info
"tell me about METCS575",course_info
"what is METCSCI575",course_info
"info on CASMATH226",course_info
"details about ENGCOMP101",course_info
"tell me about METCS575 operating systems",course_info
"what is CASMA226 differential equations",course_info
"info on CS575 systems",course_info
"WHAT DO YOU THINK ABOUT PROFESSOR HENDERSON?",instructor_lookup
"WHAT DO YOU THINK ABOUT RIVERA?",instructor_lookup
"WHAT ABOUT PROF LIN'S CLASSES?",instructor_lookup
"IS PROFESSOR KIM ANY GOOD?",instructor_lookup
"HOW IS DR. PATEL AS A TEACHER?",instructor_lookup
"HOW GOOD IS PROFESSOR SANTOS?",instructor_lookup
"IS PROF AHMED A STRICT INSTRUCTOR?",instructor_lookup
"WHAT'S YOUR OPINION OF PROFESSOR LEBLANC?",instructor_lookup
"WHAT DO STUDENTS SAY ABOUT KRAMER?",instructor_lookup
"WHAT'S PROF MATSUDA LIKE?",instructor_lookup
"WHAT IS INSTRUCTOR BAKER LIKE?",instructor_lookup
"HOW ARE PROFESSOR ANDERSON'S LECTURES?",instructor_lookup
"ARE DR. NGUYEN'S EXAMS HARD?",instructor_lookup
"ARE PROF TURNER'S ASSIGNMENTS DIFFICULT?",instructor_lookup
"IS PROFESSOR CHO STRICT ABOUT ATTENDANCE?",instructor_lookup
"IS PROF MARTINEZ EASY OR STRICT?",instructor_lookup
"IS DR. PEREZ A GOOD TEACHER?",instructor_lookup
"DO YOU RECOMMEND PROFESSOR COHEN?",instructor_lookup
"SHOULD I TAKE DR. SHARMA FOR CS 575?",instructor_lookup
"SHOULD I TAKE PROF LEE?",instructor_lookup
"WHO IS BETTER, PROFESSOR DIAZ OR DR. HASSAN?",instructor_lookup
"WHO TEACHES BETTER FOR NETWORKS, PROF LIU OR PROF GREENE?",instructor_lookup
"HOW IS PROFESSOR BENNETT FOR ALGORITHMS?",instructor_lookup
"HOW IS DR. ZHANG FOR DATABASES?",instructor_lookup
"WHAT IS PROFESSOR MENDEZ LIKE AS AN INSTRUCTOR?",instructor_lookup
"WHAT DO YOU THINK ABOUT DR. CHANDRA'S TEACHING STYLE?",instructor_lookup
"WHAT DO YOU THINK ABOUT PROF FISCHER AS A LECTURER?",instructor_lookup
"WHAT KIND OF TEACHER IS PROFESSOR BROWN?",instructor_lookup
"WHAT KIND OF INSTRUCTOR IS DR. SERRANO?",instructor_lookup
"IS PROFESSOR LAM GOOD AT EXPLAINING CONCEPTS?",instructor_lookup
"IS DR. VARGAS GOOD AT CLEARING DOUBTS?",instructor_lookup
"DOES PROF WALTERS EXPLAIN THINGS WELL?",instructor_lookup
"HOW ARE PROFESSOR JABARI'S OFFICE HOURS?",instructor_lookup
"HOW HELPFUL IS DR. ALI OUTSIDE CLASS?",instructor_lookup
"IS PROF KENT HELPFUL WITH QUESTIONS?",instructor_lookup
"WHAT'S THE VIBE IN PROFESSOR ROSSI'S CLASS?",instructor_lookup
"WHAT'S THE VIBE LIKE WITH DR. JARVIS?",instructor_lookup
"WHAT'S THE ATMOSPHERE IN PROF SULLIVAN'S LECTURES?",instructor_lookup
"WHAT DO YOU THINK ABOUT DR. FERNANDEZ AS A PERSON?",instructor_lookup
"WHAT DO YOU THINK ABOUT PROFESSOR HART AS AN INSTRUCTOR?",instructor_lookup
"HOW IS PROF LUKAS AS A PERSON AND TEACHER?",instructor_lookup
"IS DR. GARCIA A CHILL PROFESSOR?",instructor_lookup
"IS PROFESSOR KLEIN LAID BACK OR STRICT?",instructor_lookup
"ARE DR. MORALES' CLASSES FUN?",instructor_lookup
"TELL ME ABOUT PROFESSOR RUSSELL.",instructor_lookup
"TELL ME ABOUT DR. KAPOOR AS AN INSTRUCTOR.",instructor_lookup
"TELL ME ABOUT PROF HIGGINS' TEACHING STYLE.",instructor_lookup
"WHAT DO YOU THINK ABOUT INSTRUCTOR MALIK?",instructor_lookup
"WHAT ABOUT PROFESSOR STONE?",instructor_lookup
"CAN YOU TELL ME SOMETHING ABOUT DR. WEI?",instructor_lookup
"WHAT DO YOU KNOW ABOUT PROFESSOR KHALID?",instructor_lookup
"WHAT DO YOU KNOW ABOUT DR. INOUE?",instructor_lookup
"HOW IS PROF DAWSON?",instructor_lookup
"HOW IS PROFESSOR FONSECA IN CLASS?",instructor_lookup
"WHAT CAN YOU TELL ME ABOUT DR. PETROV?",instructor_lookup
"IS PROFESSOR HARPER NICE?",instructor_lookup
"ARE DR. AHN'S LECTURES GOOD?",instructor_lookup
"WHAT IS PROF JENSEN LIKE?",instructor_lookup
"WHAT IS DR. RUIZ LIKE TO LEARN FROM?",instructor_lookup
"ANY THOUGHTS ON PROFESSOR HIGGINS?",instructor_lookup
"ANY OPINION ON DR. KAO?",instructor_lookup
"WHAT ABOUT HOWELL AS AN INSTRUCTOR?",instructor_lookup
"WHAT ABOUT PROFESSOR PRICE?",instructor_lookup
"IS PROF CASTILLO GOOD?",instructor_lookup
"HOW IS DR. STERN?",instructor_lookup
"WHAT DO YOU THINK ABOUT PROFESSOR YAMADA?",instructor_lookup
"WHAT DO YOU THINK OF HUGO?",instructor_lookup
"WHAT ABOUT SIMMONS AS A PROFESSOR?",instructor_lookup
"WHAT ABOUT LUKIC?",instructor_lookup
"HOW IS PROFESSOR MURPHY?",instructor_lookup
"HOW IS JOHNSON AS A LECTURER?",instructor_lookup
"WHO IS PROFESSOR TAKAHASHI?",instructor_lookup
"WHO IS DR. MENON?",instructor_lookup
"WHO IS KAPUR?",instructor_lookup
"IS MURPHY GOOD?",instructor_lookup
"IS DR PARK ANY GOOD?",instructor_lookup
"IS PROFESSOR LARSEN HARD?",instructor_lookup
"IS PROF LEE GOOD AT TEACHING?",instructor_lookup
"IS ZHANG STRICT?",instructor_lookup
"IS DR BAKER EASY?",instructor_lookup
"WHAT IS DR. RIOS LIKE?",instructor_lookup
"WHAT IS PROFESSOR JIN LIKE?",instructor_lookup
"WHAT KIND OF INSTRUCTOR IS MCKINLEY?",instructor_lookup
"WHAT KIND OF PROFESSOR IS DR. LOPEZ?",instructor_lookup
"WHAT KIND OF TEACHER IS YANG?",instructor_lookup
"IS PROFESSOR RODRIGUEZ STRICT?",instructor_lookup
"IS DR. LAM FRIENDLY?",instructor_lookup
"IS LIM AN EASY PROFESSOR?",instructor_lookup
"HOW ARE PROFESSOR PATEL'S CLASSES?",instructor_lookup
"HOW ARE DR. CLARK'S LECTURES?",instructor_lookup
"HOW ARE LEE’S EXAMS?",instructor_lookup
"HOW GOOD IS DR. TSAI?",instructor_lookup
"HOW GOOD IS PROFESSOR HOLT?",instructor_lookup
"WHAT DO YOU KNOW ABOUT DR. SINGH?",instructor_lookup
"WHAT DO YOU KNOW ABOUT PROFESSOR KLEIN?",instructor_lookup
"WHAT DO YOU KNOW ABOUT JACOBS?",instructor_lookup
"TELL ME ABOUT PROFESSOR YAMAMOTO",instructor_lookup
"TELL ME ABOUT DR. HAYES",instructor_lookup
"TELL ME ABOUT PROFESSOR BERG",instructor_lookup
"WHAT ABOUT DR BERNARD?",instructor_lookup
"WHAT ABOUT PROF REESE'S CLASSES?",instructor_lookup
"WHAT ABOUT JIMENEZ?",instructor_lookup
"SHOULD I TAKE PROFESSOR WU?",instructor_lookup
"SHOULD I TAKE DR. RICHARDS?",instructor_lookup
"DO YOU RECOMMEND PROFESSOR SWAIN?",instructor_lookup
"DO YOU RECOMMEND DR. DUBOIS?",instructor_lookup
"WHAT DOES PROFESSOR ALI TEACH?",instructor_lookup
"WHAT DOES DR. ALLEN TEACH?",instructor_lookup
"WHAT DOES AHMAD TEACH?",instructor_lookup
"WHO TEACHES WITH PROFESSOR KIM?",instructor_lookup
"WHO TEACHES FOR DR. WELLS?",instructor_lookup
"IS PROFESSOR KAO NICE?",instructor_lookup
"IS DR. GUPTA NICE?",instructor_lookup
"HOW DOES PROFESSOR LEE TEACH?",instructor_lookup
"HOW DOES DR. KELLY EXPLAIN THINGS?",instructor_lookup
"ANY THOUGHTS ON PROFESSOR GREY?",instructor_lookup
"ANY THOUGHTS ON DR. ABE?",instructor_lookup
"ANY OPINION ON PROFESSOR MONROE?",instructor_lookup
"ANY OPINION ON LIU?",instructor_lookup
"WHO IS PROFESSOR RIVAS?",instructor_lookup
"WHO IS DR. REEVES?",instructor_lookup
"IS PROFESSOR SOTO GOOD?",instructor_lookup
"IS DR. MORENO A GOOD INSTRUCTOR?",instructor_lookup
"IS PROFESSOR KAY FAST PACED?",instructor_lookup
"IS DR. VELASQUEZ SLOW PACED?",instructor_lookup
"WHAT ABOUT PROFESSOR DEAN?",instructor_lookup
"WHAT ABOUT Nourai?",instructor_lookup
"HOW IS PROFESSOR AHMED AS A TEACHER?",instructor_lookup
"HOW IS DR. VARGHESE?",instructor_lookup
"WHAT IS PROFESSOR NAKAMURA LIKE?",instructor_lookup
"WHAT IS DR. FIELDS LIKE IN CLASS?",instructor_lookup
"HOW STRICT IS PROFESSOR HSU?",instructor_lookup
"HOW STRICT IS DR. HALEY?",instructor_lookup
"WHAT DO PEOPLE SAY ABOUT PROFESSOR HERNANDEZ?",instructor_lookup
"WHAT DO PEOPLE SAY ABOUT DR. LIANG?",instructor_lookup
"WHAT ABOUT PROFESSOR CASTRO?",instructor_lookup
"WHAT ABOUT DR. IVANOV?",instructor_lookup
"WHAT DOES PROFESSOR NGUYEN TEACH?",instructor_lookup
"WHAT DOES DR. MARTIN TEACH?",instructor_lookup
"WHAT DOES WATTS TEACH?",instructor_lookup
"DOES PROFESSOR LEBRUN EXPLAIN WELL?",instructor_lookup
"DOES DR. KLEIN HELP STUDENTS?",instructor_lookup
"IS PROFESSOR GARZA HELPFUL?",instructor_lookup
"IS DR. SCHMIDT HELPFUL OUTSIDE CLASS?",instructor_lookup
"CAN YOU TELL ME ABOUT PROFESSOR RHO?",instructor_lookup
"CAN YOU TELL ME ABOUT DR. KLINE?",instructor_lookup
"WHAT DO YOU THINK ABOUT YORK?",instructor_lookup
"WHAT DO YOU THINK ABOUT HUGHES?",instructor_lookup
"WHAT’S YOUR TAKE ON PROFESSOR KATO?",instructor_lookup
"WHAT’S YOUR TAKE ON DR. BEN-AMI?",instructor_lookup
"HOW IS PROFESSOR SALEH FOR STUDENTS?",instructor_lookup
"HOW IS DR. BERGMAN WITH STUDENTS?",instructor_lookup
"WHAT’S PROFESSOR BATES LIKE?",instructor_lookup
"WHAT’S DR. FAROUK LIKE AS A TEACHER?",instructor_lookup
"ANY REVIEWS FOR PROFESSOR JORDAN?",instructor_lookup
"ANY REVIEWS FOR DR. MARKOV?",instructor_lookup
"IS PROFESSOR RAMOS GOOD FOR UNDERGRADS?",instructor_lookup
"IS DR. HELENA GOOD FOR GRADUATE COURSES?",instructor_lookup
"WHEN IS THE NEXT ASSIGNMENT DUE FOR CS 575?",assignment_query
"WHAT'S THE DEADLINE FOR THE HOMEWORK IN CS 575?",assignment_query
"WHEN DO WE HAVE TO SUBMIT PROJECT 1?",assignment_query
"IS THERE ANY HOMEWORK DUE THIS WEEK?",assignment_query
"DO WE HAVE ANY ASSIGNMENTS FOR CS 535 RIGHT NOW?",assignment_query
"WHAT IS THE DUE DATE FOR ASSIGNMENT 2?",assignment_query
"WHEN IS THE LAB REPORT DUE?",assignment_query
"WHEN DOES THE PROGRAMMING ASSIGNMENT HAVE TO BE TURNED IN?",assignment_query
"DO WE HAVE TO HAND IN ANYTHING FOR CLASS TOMORROW?",assignment_query
"IS THERE AN ONLINE SUBMISSION DEADLINE FOR THIS ASSIGNMENT?",assignment_query
"WHEN IS THE FINAL PROJECT DUE?",assignment_query
"WHAT'S THE LAST DAY TO SUBMIT THE TERM PAPER?",assignment_query
"HOW MANY ASSIGNMENTS ARE THERE IN CS 575?",assignment_query
"HOW MANY HOMEWORKS DO WE HAVE IN THIS COURSE?",assignment_query
"ARE THERE WEEKLY HOMEWORKS OR JUST PROJECTS?",assignment_query
"IS THE HOMEWORK FOR THIS WEEK OPTIONAL OR REQUIRED?",assignment_query
"DO WE HAVE ANY GROUP ASSIGNMENTS IN CS 535?",assignment_query
"DO WE HAVE TO DO A PRESENTATION FOR THIS CLASS?",assignment_query
"IS THERE A WRITTEN REPORT REQUIRED FOR THE PROJECT?",assignment_query
"WHEN IS THE NEXT QUIZ OR ASSIGNMENT COMING UP?",assignment_query
"WHAT PERCENTAGE OF THE GRADE IS ASSIGNMENTS?",assignment_query
"HOW MUCH IS THE FINAL PROJECT WORTH?",assignment_query
"ARE LATE SUBMISSIONS ALLOWED FOR HOMEWORK?",assignment_query
"DO WE GET ANY GRACE PERIOD FOR ASSIGNMENT DEADLINES?",assignment_query
"IS THERE ANY EXTRA CREDIT HOMEWORK AVAILABLE?",assignment_query
"WHAT IS CS 575 ABOUT?",course_info
"WHAT DOES CS 535 COVER?",course_info
"CAN YOU TELL ME WHAT THIS COURSE IS ABOUT?",course_info
"WHAT TOPICS ARE TAUGHT IN CS 575?",course_info
"WHAT WILL WE LEARN IN CS 535?",course_info
"WHAT IS THE MAIN FOCUS OF THIS CLASS?",course_info
"IS CS 575 MORE THEORY OR PRACTICAL?",course_info
"IS THIS COURSE PROGRAMMING HEAVY?",course_info
"IS CS 535 A DIFFICULT COURSE?",course_info
"WHAT ARE THE PREREQUISITES FOR CS 575?",course_info
"WHAT DO I NEED TO KNOW BEFORE TAKING CS 535?",course_info
"IS THIS COURSE GOOD FOR BEGINNERS?",course_info
"IS CS 575 A GRADUATE LEVEL COURSE?",course_info
"IS THIS CLASS REQUIRED OR ELECTIVE?",course_info
"HOW MANY CREDITS IS CS 575?",course_info
"HOW MANY CREDITS IS THIS COURSE?",course_info
"IS THERE A LOT OF GROUP WORK IN THIS CLASS?",course_info
"IS ATTENDANCE IMPORTANT IN THIS COURSE?",course_info
"WHAT'S THE WORKLOAD LIKE FOR CS 575?",course_info
"IS THIS COURSE GOOD FOR NETWORKING CAREERS?",course_info
"WHAT KIND OF PROJECTS DO WE DO IN THIS COURSE?",course_info
"IS CS 575 GOOD PREPARATION FOR OPERATING SYSTEMS RESEARCH?",course_info
"IS THIS COURSE MORE MATH OR CODING?",course_info
"DO STUDENTS GENERALLY LIKE THIS CLASS?",course_info
"WOULD YOU RECOMMEND THIS COURSE?",course_info
"WHEN IS THE MIDTERM FOR CS 575?",exam_query
"WHEN IS OUR FINAL EXAM?",exam_query
"WHAT DATE IS THE MIDTERM SCHEDULED?",exam_query
"WHAT TIME IS THE MIDTERM EXAM?",exam_query
"IS THE FINAL EXAM IN PERSON OR ONLINE?",exam_query
"DO WE HAVE A MIDTERM IN THIS COURSE?",exam_query
"IS THERE A FINAL EXAM FOR CS 535?",exam_query
"HOW MANY EXAMS DO WE HAVE IN THIS CLASS?",exam_query
"ARE THERE QUIZZES OR JUST EXAMS?",exam_query
"IS THE MIDTERM OPEN BOOK?",exam_query
"IS THE FINAL EXAM CUMULATIVE?",exam_query
"WHAT FORMAT IS THE MIDTERM, MULTIPLE CHOICE OR WRITTEN?",exam_query
"HOW LONG IS THE FINAL EXAM?",exam_query
"WHERE IS THE MIDTERM BEING HELD?",exam_query
"WHERE WILL THE FINAL EXAM TAKE PLACE?",exam_query
"WHAT CHAPTERS ARE COVERED ON THE MIDTERM?",exam_query
